phrase,count,rank
"ADJP(IN,NN)",1,4228
"VP(VBP,VBN,PP)",1,4229
"NP(NP,NNS,NML)",1,4230
"NML(NNP,NN,NNS)",1,4231
"UCP(NNP,CC,NFP)",1,4232
"NP(JJ,NN,NNP)",1,4233
"VP(VBG,ADJP,FW)",1,4234
"S(NP,LS,S)",1,4235
"S(ADVP,NN,NN)",1,4236
"ADJP(JJS,JJ,PP)",1,4237
"NP(CD,NNP,IN)",1,4238
"NP(NML,NNP,NML)",1,4239
"NP(PP,FW,NP)",1,4240
"NML(CD,NN)",1,4241
"NP(DT,JJ,WHNP)",1,4242
"NP(NFP,FW,NN)",1,4243
"NP(FW,AFX,FW)",1,4244
"VP(VB,LST,PP)",1,4245
"LST(NNP,NNP,NNP)",1,4246
"NP(UH,NFP)",1,4247
"LST(UH,NNS)",1,4248
"NP(NP,SYM,CD)",1,4249
"NP(NML,FW,NNP)",1,4250
"PP(IN,NP,SQ)",1,4251
"NP(NNP,SBARQ)",1,4252
"PP(SBAR,WHNP,NP)",1,4253
"WHNP(SYM,IN)",1,4254
"SQ(NNP,LS)",1,4255
"SBAR(SBAR,CC,ADJP)",1,4256
"NP(JJ,WHNP)",1,4257
"SBAR(NP,ADVP,VP)",1,4258
"ADJP(JJ,HYPH,CD)",1,4259
"VP(VBP,PP,NN)",1,4260
"FRAG(NP,ADVP,PP)",1,4261
"S(S,RB,NP)",1,4262
"VP(NNP,ADJP)",1,4263
"WHADJP(CC,RB,SBAR)",1,4264
"NP(DT,CC,NNS)",1,4265
"NML(PP,NNP)",1,4266
"ADJP(ADJP,ADVP,SBAR)",1,4267
"NP(VBN,PP)",1,4268
"ADVP(ADVP,VP)",1,4269
"ADVP(NP,VBZ,S)",1,4270
"INTJ(FW,CC,FW)",1,4271
"S(SBARQ,PRN,PP)",1,4272
"NP(NP,RRC,PP)",1,4273
"ADJP(NNS,HYPH,NN)",1,4274
"SBAR(WHNP,WHPP,FRAG)",1,4275
"SBAR(WHPP,PP,SQ)",1,4276
"FRAG(ADVP,NP,PP)",1,4277
"ADJP(RB,AFX,JJ)",1,4278
"NP(RB,RB,NNS)",1,4279
"NP(WDT,JJ,NNS)",1,4280
"SBAR(WHNP,IN,S)",1,4281
"VP(VBN,SQ,SBARQ)",1,4282
"VP(VBZ,WHADJP)",1,4283
"VP(VB,ADJP,VBN)",1,4284
"NP(SBAR,RB,SBAR)",1,4285
"S(SBAR,ADVP,SBAR)",1,4286
"VP(VP,ADVP,SBAR)",1,4287
"NP(LS,NN,NN)",1,4288
"NP(DT,VBP,S)",1,4289
"WHADVP(SBARQ,S)",1,4290
"VP(VBD,S,ADVP)",1,4291
"NP(NP,WP)",1,4292
"SBAR(SBARQ,SBAR)",1,4293
"VP(PP,VBN,PP)",1,4294
"NP(PRP$,UCP,NN)",1,4295
"NP(DT,IN,PRP)",1,4296
"S(VP,HYPH,JJ)",1,4297
"NP(DT,NNP,CD)",1,4298
"ADJP(ADJP,RB,JJ)",1,4299
"NP(VBG,PP)",1,4300
"NML(NN,NML,NNS)",1,4301
"NP(ADJP,RB)",1,4302
"S(CC,NP,S)",1,4303
"NP(NP,IN,NN)",1,4304
"NP(NP,UH,ADJP)",1,4305
"NP(NP,CD,NN)",1,4306
"NP(JJ,UH)",1,4307
"NP(ADVP,NP,ADJP)",1,4308
"NP(NP,CONJP,RB)",1,4309
"SQ(SQ,CC,SBARQ)",1,4310
"PRN(SQ,CC,SQ)",1,4311
"SBARQ(SBAR,RB,SBARQ)",1,4312
"VP(VB,X)",1,4313
"ADVP(RBR,IN,NP)",1,4314
"NP(ADJP,CC,NNS)",1,4315
"NP(RB,IN,NNS)",1,4316
"ADJP(JJ,FW)",1,4317
"ADJP(CC,RBR)",1,4318
"SBAR(SBARQ,CC,SBARQ)",1,4319
"SBARQ(WHADVP,PP,VP)",1,4320
"PP(IN,PDT)",1,4321
"NP(FW,ADVP)",1,4322
"NP(NN,FW,RB)",1,4323
"VP(ADVP,NN,NP)",1,4324
"NP(JJR,JJ,NNP)",1,4325
"NP(NN,CC,VBZ)",1,4326
"ADJP(RB,CC,NN)",1,4327
"SBAR(SBAR,ADVP,NP)",1,4328
"VP(PP,VBN)",1,4329
"VP(VP,RB,ADVP)",1,4330
"VP(VB,SBAR,SQ)",1,4331
"PP(ADVP,CC,ADVP)",1,4332
"NP(ADVP,UH)",1,4333
"VP(VBN,VP,NN)",1,4334
"WHADVP(CC,SQ)",1,4335
"VP(VBZ,UCP,S)",1,4336
"ADVP(JJR,SBAR)",1,4337
"NP(QP,VBN,NN)",1,4338
"NML(NN,S)",1,4339
"NP(CC,ADJP,NNPS)",1,4340
"VP(VB,ADJP,FW)",1,4341
"NP(ADJP,JJ,NNP)",1,4342
"S(VP,FRAG)",1,4343
"VP(VBP,CC,NN)",1,4344
"SBAR(SBAR,FRAG)",1,4345
"ADJP(IN,SBAR)",1,4346
"NP(LST,JJ,NNP)",1,4347
"NP(CC,JJ)",1,4348
"NP(NP,NP,NFP)",1,4349
"NP(VB,DT,NNS)",1,4350
"NP(NNP,ADJP,NNS)",1,4351
"ADJP(JJ,HYPH,WRB)",1,4352
"ADJP(ADJP,HYPH,ADJP)",1,4353
"ADJP(ADVP,VBN,NN)",1,4354
"NP(NNS,UH)",1,4355
"SBARQ(ADVP,SBARQ)",1,4356
"VP(PP,NN,VP)",1,4357
"NP(NP,UCP,S)",1,4358
"NP(ADVP,NN,POS)",1,4359
"ADVP(IN,JJ,JJ)",1,4360
"PP(PP,NP,VP)",1,4361
"VP(NP,ADJP)",1,4362
"NP(NP,NP,PRP)",1,4363
"NP(NP,VP,NML)",1,4364
"NP(NP,RBR,NP)",1,4365
"PP(JJ,IN,LS)",1,4366
"VP(NNS,ADJP)",1,4367
"NP(FW,FW,VP)",1,4368
"VP(MD,VBZ,VP)",1,4369
"VP(VP,INTJ)",1,4370
"INTJ(FW,INTJ)",1,4371
"ADJP(ADJP,PP,ADJP)",1,4372
"NP(PRP$,ADVP,NNS)",1,4373
"NP(NP,ADVP,FW)",1,4374
"VP(VBD,SBAR,VP)",1,4375
"NML(NNS,RB)",1,4376
"VP(PP,VBD,NP)",1,4377
"NP(PP,CONJP,PP)",1,4378
"PP(IN,JJ,NNS)",1,4379
"SBAR(WHADVP,CC,S)",1,4380
"VP(NNS,CC,NP)",1,4381
"NP(NP,HYPH,ADJP)",1,4382
"ADVP(ADVP,RBR,JJ)",1,4383
"NP(NNS,HYPH,VBG)",1,4384
"VP(VBZ,PP,SINV)",1,4385
"NML(NNS,DT)",1,4386
"VP(VP,NP,ADJP)",1,4387
"VP(VB,LS,VP)",1,4388
"PP(IN,LS,PP)",1,4389
"NML(JJ,HYPH,UH)",1,4390
"NML(UH,S)",1,4391
"S(FW,NP,VP)",1,4392
"ADJP(NN,HYPH)",1,4393
"ADJP(ADVP,RB,RB)",1,4394
"NP(CC,ADJP,SBAR)",1,4395
"S(SQ,ADVP,VP)",1,4396
"S(ADJP,SBAR,PRN)",1,4397
"WHNP(WP$,VBG,NN)",1,4398
"NP(ADJP,NN,NML)",1,4399
"PP(UH,S)",1,4400
"SBAR(CC,SBARQ)",1,4401
"VP(VP,PP,PP)",1,4402
"VP(FW,NNP,NNP)",1,4403
"VP(ADVP,ADJP)",1,4404
"VP(VBZ,CC,PP)",1,4405
"ADVP(RB,CC,PP)",1,4406
"S(SINV,CC,NP)",1,4407
"NP(NNP,RB,NNP)",1,4408
"SBAR(WHPP,CC,NP)",1,4409
"NML(ADJP,FW,NML)",1,4410
"NML(JJ,JJ,NNP)",1,4411
"NP(NP,CC,SBARQ)",1,4412
"NP(NP,HYPH,ADVP)",1,4413
"NML(NN,SBAR)",1,4414
"ADVP(RB,PDT)",1,4415
"WHNP(WDT,JJR,NNS)",1,4416
"NP(CONJP,NP,ADJP)",1,4417
"SBAR(WHNP,SBAR,S)",1,4418
"PP(IN,CC,VBN)",1,4419
"WHADVP(WRB,JJS,S)",1,4420
"S(WHADVP,S)",1,4421
"ADJP(RBR,VBN,SBAR)",1,4422
"NP(NP,NP,PRN)",1,4423
"S(ADVP,NN,FW)",1,4424
"NP(NP,PRN,ADJP)",1,4425
"NP(NP,VB)",1,4426
"SBAR(ADVP,IN)",1,4427
"NP(DT,S,PP)",1,4428
"ADVP(RB,CC,ADVP)",1,4429
"SBAR(IN,INTJ,VP)",1,4430
"SBAR(ADVP,WHNP,SQ)",1,4431
"S(SBAR,ADVP,NP)",1,4432
"PP(RB,IN,ADVP)",1,4433
"NP(NML,DT,NNP)",1,4434
"NML(CD,RB)",1,4435
"NML(NNS,JJ,NN)",1,4436
"NP(CC,NP,ADJP)",1,4437
"NP(RB,JJS,NNS)",1,4438
"ADJP(RBS,JJ,DT)",1,4439
"PP(RB,CONJP,NP)",1,4440
"VP(VB,SBAR,SINV)",1,4441
"ADJP(ADJP,SBAR,PP)",1,4442
"ADJP(JJR,RB,JJ)",1,4443
"VP(LS,NP)",1,4444
"PRT(IN,PP)",1,4445
"VP(VBZ,ADVP,PRT)",1,4446
"NP(PRP$,JJR)",1,4447
"NP(NNP,PRP$,JJ)",1,4448
"WHADVP(IN,RBR)",1,4449
"NP(DT,VBG,NML)",1,4450
"S(ADJP,VBN)",1,4451
"S(ADVP,SBAR,NN)",1,4452
"VP(VBZ,TO,VP)",1,4453
"VP(VB,SBAR,ADVP)",1,4454
"ADJP(ADVP,PP,SBAR)",1,4455
"PRN(S,RB,SBAR)",1,4456
"NP(NML,NN,VBN)",1,4457
"NP(LST,NN,S)",1,4458
"S(ADJP,SBAR,NP)",1,4459
"NP(NN,HYPH,FW)",1,4460
"NP(INTJ,PP)",1,4461
"VP(VBN,VP,PP)",1,4462
"NP(NP,CC,FW)",1,4463
"NP(NP,CONJP,NN)",1,4464
"ADVP(IN,ADVP)",1,4465
"NP(ADVP,NML)",1,4466
"PP(ADVP,CC,NP)",1,4467
"PP(FW,FW)",1,4468
"ADJP(FW,NN)",1,4469
"FRAG(ADVP,WHPP)",1,4470
"ADVP(RB,SBAR,S)",1,4471
"VP(NN,CC,VB)",1,4472
"VP(FW,PRT)",1,4473
"S(RB,SBAR)",1,4474
"QP(RB,IN,NP)",1,4475
"S(IN,CONJP,SQ)",1,4476
"S(SQ,CC,S)",1,4477
"S(ADVP,VBN,PP)",1,4478
"PRN(VBZ,NP)",1,4479
"FRAG(ADVP,WHNP)",1,4480
"WHNP(DT,NN,WHNP)",1,4481
"S(NP,ADVP,ADJP)",1,4482
"NP(ADJP,NN,RB)",1,4483
"S(ADVP,CC,VP)",1,4484
"ADVP(RB,HYPH,VBZ)",1,4485
"UCP(ADVP,CONJP,PP)",1,4486
"VP(VB,PP,PRN)",1,4487
"PRN(SBAR,CC,NP)",1,4488
"VP(VBD,FRAG)",1,4489
"PRN(S,RB)",1,4490
"VP(VP,SBAR,S)",1,4491
"NP(JJR,NN,S)",1,4492
"ADJP(NNS,HYPH,VBG)",1,4493
"WHNP(WHADVP,JJ,NNS)",1,4494
"NP(NN,AFX,NNP)",1,4495
"NP(NN,IN,NN)",1,4496
"S(PP,VBP,VP)",1,4497
"ADJP(RB,VBN,RP)",1,4498
"SBAR(IN,IN,FRAG)",1,4499
"WHADVP(WRB,JJ,NNS)",1,4500
"NP(JJ,NN,AFX)",1,4501
"NP(DT,ADJP,PP)",1,4502
"SQ(RB,SQ)",1,4503
"SBAR(IN,NP,SYM)",1,4504
"S(PP,S,INTJ)",1,4505
"ADVP(NN,RP)",1,4506
"NP(VP,NN,NNS)",1,4507
"VP(NN,HYPH,RP)",1,4508
"NP(DT,NML,S)",1,4509
"NML(JJ,HYPH,PP)",1,4510
"VP(VB,PRT,PRT)",1,4511
"NP(JJS,S)",1,4512
"NP(DT,SYM,VBG)",1,4513
"ADJP(JJR,JJR,ADJP)",1,4514
"WHNP(WHNP,NN,NN)",1,4515
"NP(DT,NNP,VBD)",1,4516
"NP(QP,NNS,NNP)",1,4517
"NP(VB,HYPH,NNS)",1,4518
"VP(NNS,ADVP,VP)",1,4519
"VP(NN,PRT)",1,4520
"NP(RP,DT,NNS)",1,4521
"ADJP(JJ,IN,FW)",1,4522
"NP(ADJP,CC,NN)",1,4523
"VP(VBN,VBG)",1,4524
"ADJP(EX,NP)",1,4525
"VP(S,PP)",1,4526
"PP(IN,NP,NNS)",1,4527
"NP(DT,RB,JJ)",1,4528
"NP(VB,NN,NNS)",1,4529
"NML(NN,HYPH,VBN)",1,4530
"S(PP,INTJ)",1,4531
"NP(INTJ,NN,NN)",1,4532
"NP(NP,NN,NFP)",1,4533
"NP(UCP,NN,NFP)",1,4534
"NP(NN,SYM,NFP)",1,4535
"S(SBAR,PP,INTJ)",1,4536
"NP(NN,VBZ,NN)",1,4537
"NP(NP,INTJ,NFP)",1,4538
"INTJ(NN,NN,NN)",1,4539
"RRC(WHADVP,NP)",1,4540
"WHADVP(RB,RB)",1,4541
"FRAG(NP,ADVP,ADJP)",1,4542
"NP(NNP,NNP,NML)",1,4543
"NML(HYPH,NN)",1,4544
"NP(FW,UH)",1,4545
"VP(VP,LST)",1,4546
"SBAR(IN,INTJ)",1,4547
"WHNP(LST,NN,NN)",1,4548
"VP(TO,RB,VP)",1,4549
"VP(CC,S)",1,4550
"VP(CONJP,VBN,PP)",1,4551
"NP(DT,DT,WHNP)",1,4552
"S(S,CONJP,NP)",1,4553
"NML(EX,DT,NN)",1,4554
"ADVP(NN,RBR)",1,4555
"NP(PP,NNS)",1,4556
"NP(RB,DT,CD)",1,4557
"ADVP(ADVP,CONJP,PP)",1,4558
"NP(RBR,NN,RB)",1,4559
"WHNP(WHNP,ADVP,VP)",1,4560
"PP(SBAR,PP)",1,4561
"PP(ADJP,IN,S)",1,4562
"ADJP(RB,VBN,ADVP)",1,4563
"SBARQ(PP,VP)",1,4564
"SBARQ(PP,SBAR,SQ)",1,4565
"VP(VBG,PP,PRN)",1,4566
"PRN(NP,VP)",1,4567
"ADVP(FW,ADVP)",1,4568
"VP(VBZ,S,PRN)",1,4569
"PP(IN,CONJP,VP)",1,4570
"ADJP(NN,JJR)",1,4571
"NP(WHNP,PP,NP)",1,4572
"VP(RB,VBN)",1,4573
"NP(DT,VBG,SBAR)",1,4574
"PP(ADVP,IN,IN)",1,4575
"QP(PDT,DT,CD)",1,4576
"ADJP(JJR,NN,VBN)",1,4577
"NP(NN,AFX,NN)",1,4578
"NP(PRP$,ADVP,PRP$)",1,4579
"NP(IN,NN,JJ)",1,4580
"WHNP(WHNP,S,VP)",1,4581
"ADVP(IN,NN,S)",1,4582
"NP(IN,CC,NP)",1,4583
"NP(VBP,NNS)",1,4584
"VP(VBD,PP,PRN)",1,4585
"ADJP(JJ,CC,ADVP)",1,4586
"WHNP(DT,WHPP)",1,4587
"ADVP(NNP,FW)",1,4588
"NP(DT,PRP$,NN)",1,4589
"NP(NN,FW,NNS)",1,4590
"NP(ADJP,NNP,NNS)",1,4591
"VP(VP,ADVP)",1,4592
"ADJP(VBN,CC,DT)",1,4593
"NP(NP,CC,UH)",1,4594
"ADJP(VBG,PP)",1,4595
"NP(IN,NP,NP)",1,4596
"VP(VBD,FW,S)",1,4597
"PP(LS,PP)",1,4598
"S(ADVP,SBAR,S)",1,4599
"FRAG(CC,NP,SBAR)",1,4600
"PP(IN,IN,ADJP)",1,4601
"SBAR(IN,IN,VP)",1,4602
"VP(VBP,S,VP)",1,4603
"SBAR(WHADVP,HYPH,S)",1,4604
"VP(VP,S,VP)",1,4605
"VP(IN,HYPH,S)",1,4606
"WHADVP(WRB,HYPH,S)",1,4607
"NP(NNP,NNP,SYM)",1,4608
"SQ(SQ,SQ)",1,4609
"NP(CD,CC,NN)",1,4610
"NP(VBN,NN,FW)",1,4611
"INTJ(DT,NFP,NN)",1,4612
"ADJP(ADJP,CC,CC)",1,4613
"NP(JJ,FW,NN)",1,4614
"VP(VB,NP,UCP)",1,4615
"NP(DT,CD,VP)",1,4616
"NP(CD,JJ,CD)",1,4617
"FRAG(NP,RB,S)",1,4618
"NP(VB,PP)",1,4619
"S(S,VP,S)",1,4620
"S(ADJP,ADVP)",1,4621
"VP(ADVP,HYPH,ADJP)",1,4622
"S(CC,WHNP,VP)",1,4623
"VP(VBN,ADVP,CONJP)",1,4624
"FRAG(ADJP,WHADVP,SQ)",1,4625
"VP(VBD,NP,SBARQ)",1,4626
"NP(NP,PP,WHADVP)",1,4627
"ADJP(CD,CC,JJ)",1,4628
"NML(NNS,CC,DT)",1,4629
"SINV(ADVP,SINV,S)",1,4630
"NP(NP,SYM,NNP)",1,4631
"VP(VBP,WHPP)",1,4632
"VP(RB,PP)",1,4633
"WHADJP(RB,WP$)",1,4634
"VP(RP,S)",1,4635
"LST(NN,NFP,NN)",1,4636
"NP(DT,LST)",1,4637
"NP(NP,LST)",1,4638
"SBAR(WHADJP,FRAG)",1,4639
"VP(VB,ADVP,WHADJP)",1,4640
"VP(VB,ADVP,WHADVP)",1,4641
"S(S,RB,SBARQ)",1,4642
"INTJ(FW,RB,FW)",1,4643
"SQ(VBZ,VP,NP)",1,4644
"NP(NP,VB,NNS)",1,4645
"VP(NN,HYPH,JJ)",1,4646
"NP(NP,NP,POS)",1,4647
"SBAR(CONJP,IN,FRAG)",1,4648
"WHNP(WHNP,ADVP)",1,4649
"VP(VBN,ADJP,NP)",1,4650
"VP(VBD,VP,S)",1,4651
"PP(NNP,IN,NP)",1,4652
"VP(VBN,CONJP,NP)",1,4653
"S(S,CC,RB)",1,4654
"PRN(CC,RB,S)",1,4655
"NP(NN,HYPH,UH)",1,4656
"PP(JJ,IN,UCP)",1,4657
"ADVP(RBR,DT,NN)",1,4658
"NP(CD,NML,NNPS)",1,4659
"NP(UH,PRP$,NNS)",1,4660
"S(S,NP,SBARQ)",1,4661
"VP(ADVP,VP,NP)",1,4662
"VP(VBP,ADVP,PRN)",1,4663
"NML(JJ,DT,FW)",1,4664
"NP(RB,NML,NNS)",1,4665
"VP(VBN,HYPH,NNS)",1,4666
"S(PP,NFP,VP)",1,4667
"ADJP(ADJP,PRN,ADJP)",1,4668
"INTJ(UH,JJ)",1,4669
"VP(VB,NFP,SBAR)",1,4670
"NP(DT,HYPH,RB)",1,4671
"VP(VBG,VP,SBAR)",1,4672
"S(CONJP,SINV,S)",1,4673
"VP(VBD,VP,PP)",1,4674
"PRN(LST,S)",1,4675
"NP(INTJ,NP,NP)",1,4676
"LST(LS,NN,RB)",1,4677
"SBAR(IN,LS)",1,4678
"NP(CC,NN,NP)",1,4679
"S(SINV,NP)",1,4680
"VP(VBP,CONJP,ADJP)",1,4681
"NP(NP,NN,RP)",1,4682
"SINV(VBD,NP,PP)",1,4683
"NP(NP,SINV)",1,4684
"NP(WDT,NNP)",1,4685
"NP(FW,NNP,UH)",1,4686
"WHNP(WHNP,WHNP,S)",1,4687
"ADJP(NN,VBG,NP)",1,4688
"FRAG(NP,ADVP,SBAR)",1,4689
"NP(VBG,VBG,NNS)",1,4690
"NP(NN,NFP,AFX)",1,4691
"NP(PRP$,NNP,JJ)",1,4692
"NP(DT,FW,PP)",1,4693
"FRAG(FRAG,NP,VP)",1,4694
"NP(NNP,NML,FW)",1,4695
"VP(FW,VP,VP)",1,4696
"FRAG(ADJP,NP,NP)",1,4697
"NP(PRP,FW,FW)",1,4698
"S(PP,FW,NP)",1,4699
"FRAG(INTJ,WHNP,SQ)",1,4700
"NP(ADJP,NNP,FW)",1,4701
"ADJP(NNP,FW,FW)",1,4702
"S(ADVP,FW,NP)",1,4703
"FRAG(INTJ,FW,VP)",1,4704
"VP(VBD,PP,SQ)",1,4705
"VP(FW,FW,NNP)",1,4706
"ADVP(NNP,FW,NN)",1,4707
"NP(FW,CC,NP)",1,4708
"NP(JJ,FW,NNP)",1,4709
"S(VP,RB,VP)",1,4710
"ADJP(JJR,ADVP,NP)",1,4711
"SBAR(WHNP,NNS,S)",1,4712
"ADVP(ADVP,CC,VBG)",1,4713
"WHADVP(WRB,S)",1,4714
"NP(JJR,ADVP,PP)",1,4715
"NP(VBN,HYPH,RP)",1,4716
"ADJP(ADJP,WHNP)",1,4717
"NP(DT,VBG,S)",1,4718
"SBAR(WHNP,CC,NP)",1,4719
"VP(ADVP,VBN,ADJP)",1,4720
"VP(CC,VB,PP)",1,4721
"NP(PRP$,NFP)",1,4722
"FRAG(WHNP,IN,S)",1,4723
"WHNP(WDT,NN,PRP)",1,4724
"NP(DT,JJR,RP)",1,4725
"WHNP(WP,PRN)",1,4726
"ADJP(NNP,RB,NNP)",1,4727
"VP(VBG,NP,NN)",1,4728
"WHNP(WHNP,NP,VP)",1,4729
"VP(VBG,NP,WHADVP)",1,4730
"WHADVP(WRB,SBARQ)",1,4731
"NP(NP,NN,VB)",1,4732
"ADJP(NNP,RB,S)",1,4733
"PP(RB,RB,NP)",1,4734
"ADJP(RBS,VBN,S)",1,4735
"NP(LS,RB)",1,4736
"ADVP(RB,IN,INTJ)",1,4737
"WHNP(DT,WDT)",1,4738
"SQ(CONJP,WHNP,SQ)",1,4739
"ADVP(RB,CC)",1,4740
"ADJP(NP,VBG)",1,4741
"NP(QP,QP,NNS)",1,4742
"QP(NN,HYPH,CD)",1,4743
"SBAR(IN,SBAR,SBAR)",1,4744
"NP(NP,TO)",1,4745
"VP(NNS,PRT,S)",1,4746
"NP(NP,IN,JJ)",1,4747
"S(NP,CONJP,ADJP)",1,4748
"NP(NN,NML,NNP)",1,4749
"S(VP,PP,S)",1,4750
"WHNP(ADJP,NNS)",1,4751
"ADJP(RB,WDT)",1,4752
"PRN(S,NP,WHNP)",1,4753
"PP(ADVP,ADJP)",1,4754
"NP(DT,ADJP,SBAR)",1,4755
"S(PP,VP,PP)",1,4756
"WHNP(IN,JJ,NNS)",1,4757
"FRAG(INTJ,WHADVP,SQ)",1,4758
"SBAR(IN,INTJ,S)",1,4759
"ADVP(NN,HYPH,JJ)",1,4760
"FRAG(CC,INTJ)",1,4761
"NP(ADJP,HYPH,JJ)",1,4762
"VP(VP,ADJP,S)",1,4763
"SBARQ(WHADVP,RB,ADVP)",1,4764
"SBARQ(WHADVP,RB,SQ)",1,4765
"ADJP(VBN,CC,VBD)",1,4766
"NP(RB,DT,NML)",1,4767
"S(RB,ADVP,ADVP)",1,4768
"NP(FRAG,PRP$,NNS)",1,4769
"FRAG(RB,PDT)",1,4770
"PP(PP,CC,FRAG)",1,4771
"S(ADVP,SQ,S)",1,4772
"NP(WP,CC,WRB)",1,4773
"ADJP(ADJP,ADVP,VP)",1,4774
"WHADVP(WRB,HYPH,JJ)",1,4775
"ADJP(RB,MD)",1,4776
"VP(VBP,PP,SQ)",1,4777
"VP(VBZ,CONJP,PP)",1,4778
"SBAR(WHADVP,SBARQ)",1,4779
"NML(NP,NML)",1,4780
"NML(NML,CC,PP)",1,4781
"ADJP(VP,CC,VP)",1,4782
"VP(VBG,NNP)",1,4783
"NP(ADD,NN)",1,4784
"NP(NN,PRP,NNS)",1,4785
"NP(NN,PRP,NN)",1,4786
"NP(NNP,CD,CD)",1,4787
"NP(CONJP,NP,PRN)",1,4788
"S(ADJP,SBAR,VP)",1,4789
"S(PP,ADVP,SQ)",1,4790
"S(PP,PRN,PP)",1,4791
"NP(PRP,NFP)",1,4792
"S(CC,NP,SBAR)",1,4793
"FRAG(INTJ,S)",1,4794
"NP(PRP$,NNS,PRN)",1,4795
"NP(RB,NP,PP)",1,4796
"ADJP(NP,VBN,PP)",1,4797
"S(S,RB,SQ)",1,4798
"SQ(SQ,NP,VP)",1,4799
"FRAG(WHADVP,SQ)",1,4800
"NP(NP,NN,PRP)",1,4801
"NP(NP,CC,PRN)",1,4802
"PRN(S,CC,ADJP)",1,4803
"VP(VBG,NN,VBG)",1,4804
"ADVP(NN,IN,NP)",1,4805
"NP(NP,VP,IN)",1,4806
"VP(PP,CC,VP)",1,4807
"FRAG(ADVP,RB,ADJP)",1,4808
"NP(RB,NN,SBAR)",1,4809
"ADVP(WP,RB)",1,4810
"NP(VBN,JJR,NNS)",1,4811
"NP(PRP$,NN,WDT)",1,4812
"NP(CD,NNPS,POS)",1,4813
"NP(LS,NN,NP)",1,4814
"NP(PDT,NP)",1,4815
"NP(DT,JJS,NNPS)",1,4816
"NP(VBN,NNPS)",1,4817
"ADJP(ADJP,ADVP,S)",1,4818
"SBAR(IN,SBAR,VP)",1,4819
"VP(ADVP,CC,SBAR)",1,4820
"S(NML,ADVP,VP)",1,4821
"NML(PDT,NP)",1,4822
"S(ADVP,ADJP,NP)",1,4823
"S(WHNP,ADVP,VP)",1,4824
"PP(VB,PP)",1,4825
"NP(ADJP,RB,NP)",1,4826
"NP(PDT,PRP$,NNP)",1,4827
"VP(VBD,INTJ,SBAR)",1,4828
"VP(MD,RB,ADVP)",1,4829
"VP(VBG,JJ,NN)",1,4830
"S(PP,NFP)",1,4831
"NP(NNP,NN,NFP)",1,4832
"VP(NN,CC)",1,4833
"S(NP,NFP)",1,4834
"NP(CD,S)",1,4835
"NML(NNP,NNP,NNPS)",1,4836
"NP(PDT,PRP)",1,4837
"FRAG(NP,SYM)",1,4838
"SBARQ(INTJ,NP,SBARQ)",1,4839
"INTJ(UH,NNP)",1,4840
"ADJP(ADJP,NP,NP)",1,4841
"SQ(MD,NP,RB)",1,4842
"ADJP(NN,JJ,JJ)",1,4843
"PRN(PRN,S)",1,4844
"NP(ADVP,UH,NN)",1,4845
"WHADJP(WRB,CC,JJ)",1,4846
"SBARQ(NP,VP)",1,4847
"NP(NML,VBN,NN)",1,4848
"VP(TO,NP,ADVP)",1,4849
"VP(VBG,SQ)",1,4850
"VP(VB,HYPH,SBAR)",1,4851
"ADJP(NN,HYPH,WRB)",1,4852
"ADVP(RB,NP,SQ)",1,4853
"NML(NNP,CC,RB)",1,4854
"NP(NML,QP,NNS)",1,4855
"WHNP(WHNP,IN,NP)",1,4856
"WHNP(WP,SBAR,NNP)",1,4857
"SBAR(ADVP,VBN,S)",1,4858
"NP(NP,PDT,ADJP)",1,4859
"NP(QP,NNP,NN)",1,4860
"VP(NNS,NP,SBAR)",1,4861
"ADJP(CC,VBN)",1,4862
"NP(DT,DT,JJ)",1,4863
"NML(ADJP,SBAR)",1,4864
"FRAG(RB,RB)",1,4865
"VP(NN,HYPH,RB)",1,4866
"S(PRN,ADVP,VP)",1,4867
"ADVP(RB,CC,VBZ)",1,4868
"VP(VBD,S,VP)",1,4869
"NP(QP,VBN,NNS)",1,4870
"SBAR(WHNP,RB,VP)",1,4871
"NP(NNPS,NNP,NNP)",1,4872
"VP(VP,ADJP,ADJP)",1,4873
"NML(PRP$,HYPH,NN)",1,4874
"VP(JJ,CC,VB)",1,4875
"S(ADJP,ADJP,NNS)",1,4876
"PP(IN,HYPH,NNP)",1,4877
"ADJP(JJ,VB)",1,4878
"VP(VB,PRT,UCP)",1,4879
"S(PP,S,NFP)",1,4880
"NP(NNS,JJ)",1,4881
"WHNP(WHADVP,SBAR)",1,4882
"NP(JJ,JJ,VBZ)",1,4883
"ADJP(ADVP,JJS)",1,4884
"NP(NML,NML,VBZ)",1,4885
"NP(VB,CC,VBG)",1,4886
"VP(VBN,PRN,SBAR)",1,4887
"PP(IN,SBAR,NP)",1,4888
"ADVP(ADVP,HYPH,IN)",1,4889
"SBAR(INTJ,VP)",1,4890
"NML(NNS,HYPH,FW)",1,4891
"NML(ADJP,NN,NN)",1,4892
"NP(NN,DT,NNPS)",1,4893
"ADJP(ADJP,JJS)",1,4894
"NP(JJ,TO,NN)",1,4895
"ADJP(JJ,VBN,NP)",1,4896
"PP(ADVP,ADVP)",1,4897
"ADJP(NNP,JJ,PP)",1,4898
"NML(VBN,NN,NN)",1,4899
"NML(NNS,CC,NML)",1,4900
"ADJP(ADVP,CC,ADVP)",1,4901
